Gene,ExAC No. PP2>.95 Missense,ExAC No.Frameshift,ExAC No.StopGain,ExAC No.StartLost,ExAC No.SpliceSite
LMO2,15(9)[22],1(0)[2],0(0)[0],0(0)[0],0(0)[0]
LOC100130348,1(0)[3],1(1)[1],0(0)[0],0(0)[0],0(0)[0]
LPXN,23(11)[120],2(0)[6],7(4)[17],1(0)[2],2(2)[2]
LRFN4,49(35)[95],1(1)[1],0(0)[0],0(0)[0],1(0)[2]
LRP4,226(138)[6999],7(5)[28],7(3)[14],0(0)[0],10(9)[12]
LRP5,225(129)[898],10(10)[10],4(4)[4],0(0)[0],2(1)[3]
LRRC10B,3(2)[15],0(0)[0],0(0)[0],0(0)[0],0(0)[0]
LRRC32,44(27)[178],2(2)[2],4(3)[6],0(0)[0],0(0)[0]
LRRC4C,26(14)[426],1(1)[1],0(0)[0],0(0)[0],0(0)[0]
LRRC55,51(32)[163],3(2)[264],1(1)[1],1(0)[2],0(0)[0]
LRRC56,58(32)[93840],11(9)[13],6(5)[7],0(0)[0],3(2)[4]
LRRN4CL,18(11)[76],6(4)[8],6(4)[12],0(0)[0],0(0)[0]
LRTOMT,27(15)[90],7(6)[9],4(2)[27],0(0)[0],1(0)[57]
LSP1,30(15)[141],6(5)[7],4(3)[3],1(0)[3],0(0)[0]
LTBP3,89(59)[235],3(2)[6],2(1)[3],2(2)[2],4(3)[5]
LUZP2,33(16)[139],3(2)[17],3(2)[4],0(0)[0],6(5)[13]
LYVE1,21(11)[221],5(3)[7],8(4)[16],0(0)[0],2(1)[3]
MACROD1,22(9)[117],2(1)[10],1(1)[1],0(0)[0],4(4)[4]
MADD,266(171)[1542],15(14)[51],11(6)[4788],3(2)[7],7(7)[7]
MAML2,32(21)[175],3(0)[3438],1(1)[1],0(0)[0],1(0)[6]
MAP3K11,39(25)[76],4(3)[3],7(6)[8],1(1)[1],1(0)[3]
MAP4K2,50(27)[1210],5(4)[6],4(3)[7],0(0)[0],11(7)[28]
MAP6,37(21)[101],2(2)[2],4(3)[5],0(0)[0],1(1)[1]
MAPK8IP1,36(24)[62],0(0)[0],0(0)[0],0(0)[0],0(0)[0]
MARK2,16(13)[26],0(0)[0],0(0)[0],0(0)[0],1(1)[1]
MCAM,71(47)[971],9(7)[90],4(4)[4],0(0)[0],4(3)[11]
MDK,9(5)[15],4(3)[5],2(2)[2],1(1)[1],1(1)[1]
ME3,54(29)[253],4(4)[4],9(2)[17],0(0)[0],3(3)[3]
MED17,32(21)[142],8(6)[12],11(10)[12],2(1)[4],2(2)[2]
MED19,12(7)[34],0(0)[0],0(0)[0],0(0)[0],1(1)[1]
MEN1,17(13)[70],0(0)[0],0(0)[0],0(0)[0],0(0)[0]
METTL12,25(13)[149],5(3)[33],5(1)[294],0(0)[0],1(0)[14]
METTL15,30(11)[138],6(4)[11],9(6)[32],0(0)[0],5(5)[5]
MFRP,79(45)[264],14(6)[73],14(11)[25],1(1)[1],4(1)[23]
MICAL2,67(35)[775],9(8)[11],6(5)[7],1(1)[1],5(4)[1251]
MICALCL,34(21)[1495],11(6)[101],19(11)[84],0(0)[0],4(3)[33]
MMP1,73(36)[663],10(5)[1425],10(7)[85],0(0)[0],11(4)[186]
MMP10,57(33)[547],10(6)[127],14(8)[330],1(0)[2],6(2)[1644]
MMP13,51(29)[157],11(7)[15],3(1)[6],2(2)[2],7(4)[10]
MMP20,53(24)[1089],8(5)[9],7(6)[9],0(0)[0],8(4)[151]
MMP26,19(11)[201],2(0)[4],3(2)[4],0(0)[0],2(0)[71]
MMP27,48(25)[701],8(5)[11],10(5)[157],0(0)[0],7(3)[51]
MMP3,71(38)[229],11(5)[49],9(5)[37],0(0)[0],4(3)[6]
MMP7,41(25)[145],5(3)[7],10(3)[23],1(0)[3],3(2)[4]
MMP8,60(41)[135],8(3)[66],16(8)[2041],0(0)[0],12(4)[154]
MOB2,19(13)[127],3(3)[3],0(0)[0],0(0)[0],1(1)[1]
MOGAT2,28(12)[81],1(1)[1],2(1)[5],1(0)[2],1(1)[1]
MPEG1,69(34)[727],19(13)[70],16(9)[41],1(0)[2],0(0)[0]
MPPED2,17(12)[103],0(0)[0],0(0)[0],0(0)[0],1(1)[1]
MPZL2,33(15)[183],9(6)[115],6(0)[81],2(1)[18],9(7)[17]
MPZL3,30(14)[204],2(1)[162],5(2)[30],0(0)[0],7(4)[10]
MRE11A,50(31)[124],9(7)[10],8(4)[26],1(1)[1],3(2)[4]
MRGPRD,35(15)[318],3(2)[4],5(3)[24],1(1)[1],0(0)[0]
MRGPRE,25(17)[327],1(1)[1],7(3)[31],2(2)[2],0(0)[0]
MRGPRF,28(18)[114],2(2)[2],1(1)[1],0(0)[0],0(0)[0]
MRGPRG,6(2)[79],0(0)[0],4(3)[5],1(0)[6],0(0)[0]
MRGPRX1,30(18)[787],2(0)[6],2(0)[39],1(1)[1],0(0)[0]
MRGPRX2,22(13)[580],7(5)[10],4(2)[7],0(0)[0],0(0)[0]
MRGPRX3,24(9)[163],6(1)[10],10(6)[6987],0(0)[0],0(0)[0]
MRGPRX4,29(19)[1024],6(4)[27],4(1)[21],0(0)[0],0(0)[0]
MRPL11,33(19)[329],3(3)[3],2(1)[4],0(0)[0],5(2)[22]
MRPL16,41(20)[179],5(3)[17],3(3)[3],1(1)[1],2(2)[2]
MRPL17,26(18)[65],3(3)[3],1(1)[1],3(2)[6],0(0)[0]
MRPL21,26(17)[52],1(0)[2],4(2)[12],1(0)[525],6(3)[11]
MRPL23,26(10)[6554],4(3)[5],4(4)[4],1(0)[2],4(2)[6]
MRPL48,15(8)[46],3(2)[5],3(3)[3],1(1)[1],0(0)[0]
MRPL49,18(12)[339],5(3)[7],2(1)[3],2(1)[4],1(0)[13]
MRVI1,102(50)[332],6(5)[8],3(3)[3],2(2)[2],7(3)[19]
MS4A1,17(12)[33],0(0)[0],4(2)[8],0(0)[0],0(0)[0]
MS4A10,19(13)[38],4(2)[11],6(2)[11],2(2)[2],5(2)[20]
MS4A12,16(8)[44],8(4)[388],6(3)[57741],0(0)[0],3(1)[528]
MS4A13,7(3)[100924],6(6)[6],3(1)[9],0(0)[0],0(0)[0]
MS4A14,39(20)[78847],7(4)[77508],19(9)[198],1(1)[1],2(0)[10816]
MS4A15,32(14)[40791],3(1)[10],1(1)[1],2(1)[7],2(1)[4]
MS4A2,22(10)[136],6(4)[74],3(2)[68],1(0)[20],5(3)[294]
MS4A3,15(8)[116],1(0)[5],3(3)[3],1(0)[11],4(3)[5]
MS4A4A,16(8)[85],3(2)[10],3(2)[4],1(1)[1],3(2)[5]
MS4A5,17(12)[5082],3(2)[4],4(2)[15],2(1)[5],1(0)[4]
MS4A6A,16(9)[39],9(5)[220],8(7)[9],1(1)[1],4(3)[22]
MS4A6E,10(7)[17],5(2)[11],0(0)[0],0(0)[0],0(0)[0]
MS4A7,26(15)[1899],3(3)[3],4(3)[5],2(1)[5],4(2)[7]
MS4A8,12(7)[47],6(5)[7],3(2)[5],0(0)[0],3(3)[3]
MSANTD2,6(3)[13],0(0)[0],1(1)[1],0(0)[0],1(1)[1]
MSANTD4,15(10)[31],2(2)[2],4(4)[4],0(0)[0],2(1)[5]
MTA2,27(21)[41],2(2)[2],1(1)[1],0(0)[0],4(2)[7]
MTCH2,21(14)[38589],0(0)[0],2(2)[2],1(1)[1],4(2)[6]
MTL5,28(19)[337],6(6)[6],1(1)[1],1(1)[1],4(4)[4]
MTMR2,22(15)[43],13(11)[16],5(4)[6],0(0)[0],3(3)[3]
MTNR1B,55(31)[271],1(1)[1],4(4)[4],0(0)[0],1(1)[1]
MTRNR2L8,0(0)[0],0(0)[0],0(0)[0],0(0)[0],0(0)[0]
MUC15,12(7)[357],11(8)[15],6(4)[10],0(0)[0],2(1)[7]
MUC5B,146(60)[1959],15(10)[18],6(4)[9],0(0)[0],4(4)[4]
MUC6,50(21)[24918],37(25)[76],34(19)[3652],0(0)[0],17(9)[39]
MUS81,66(31)[18969],8(7)[9],7(3)[22],0(0)[0],6(4)[14]
MYBPC3,168(75)[1688],11(10)[13],9(5)[14],1(1)[1],8(5)[13]
MYEOV,12(4)[15783],10(7)[233],2(0)[11],0(0)[0],0(0)[0]
MYO7A,271(148)[1553],17(12)[20318],30(17)[58],2(2)[2],18(16)[20]
MYOD1,48(28)[190],1(1)[1],4(4)[4],1(0)[3],2(2)[2]
MYRF,88(47)[559],3(2)[80],1(1)[1],1(1)[1],4(3)[5]
NAA40,12(9)[16],0(0)[0],4(4)[4],2(2)[2],3(3)[3]
NAALAD2,63(38)[573],15(8)[39],17(11)[31],1(0)[5],10(5)[25]
NAALADL1,73(40)[5163],12(6)[36],14(7)[43],1(1)[1],8(7)[10]
NADSYN1,106(49)[656],6(5)[10],10(7)[16],1(1)[1],10(9)[16]
NAP1L4,12(10)[17],2(2)[2],1(0)[56],1(1)[1],0(0)[0]
NARS2,63(38)[249],7(6)[8],5(3)[7],0(0)[0],4(4)[4]
NAT10,89(54)[416],16(12)[115],18(11)[48],2(1)[4],9(4)[30]
NAV2,284(148)[46837],4(4)[4],5(3)[7],0(0)[0],8(8)[8]
NCAPD3,92(64)[1316],14(11)[67],10(7)[23],1(1)[1],5(4)[6]
NCR3LG1,6(2)[84],3(1)[889],4(2)[7],0(0)[0],0(0)[0]
NDUFC2,27(13)[282],4(0)[882],0(0)[0],0(0)[0],0(0)[0]
NDUFC2-KCTD14,14(6)[220],2(0)[441],0(0)[0],0(0)[0],0(0)[0]
NDUFS3,46(20)[148],5(3)[16],2(2)[2],1(0)[2],0(0)[0]
NDUFS8,22(15)[34],1(1)[1],3(2)[4],1(0)[2],1(1)[1]
NDUFV1,46(33)[92],8(7)[9],5(1)[13],1(1)[1],4(4)[4]
NELL1,128(66)[3124],7(7)[7],10(8)[12],0(0)[0],11(10)[12]
NEU3,59(27)[690],10(8)[28],9(2)[49],0(0)[0],1(0)[2]
NFRKB,63(35)[258],6(3)[12],8(7)[10],1(0)[2],2(2)[2]
NLRP10,54(25)[2103],16(11)[64],13(10)[18],1(0)[3],1(1)[1]
NLRP14,86(52)[5493],25(14)[110],24(13)[1080],0(0)[0],10(6)[331]
NLRP6,33(18)[158],14(12)[25],8(6)[15],0(0)[0],3(1)[6]
NLRX1,80(42)[2525],9(5)[94],25(13)[105],0(0)[0],6(5)[7]
NNMT,42(18)[127],6(2)[19],4(2)[11],1(0)[4],0(0)[0]
NOX4,47(27)[169],10(7)[14],10(9)[15],1(0)[2],6(3)[11]
NPAS4,38(22)[217],0(0)[0],3(2)[4],0(0)[0],1(1)[1]
NPAT,112(62)[15472],8(6)[31],7(6)[15],1(0)[2],0(0)[0]
NR1H3,46(30)[201],4(3)[47],1(1)[1],1(0)[2],1(1)[1]
NRGN,0(0)[0],0(0)[0],0(0)[0],0(0)[0],0(0)[0]
NRIP3,11(4)[169],1(1)[1],5(2)[9],0(0)[0],3(0)[8]
NRXN2,155(92)[334],1(1)[1],2(2)[2],0(0)[0],3(2)[4]
NTM,11(7)[18],4(3)[5],2(2)[2],0(0)[0],0(0)[0]
NUCB2,27(19)[61],9(7)[14],7(3)[15],1(0)[5],6(6)[6]
NUDT22,30(15)[1052],3(3)[3],5(4)[17],0(0)[0],2(1)[3]
NUDT8,30(14)[61],5(4)[7],4(1)[811],0(0)[0],2(1)[4]
NUMA1,164(88)[7390],6(5)[8],5(4)[50],0(0)[0],3(3)[3]
NUP160,89(57)[408],11(8)[14],9(7)[12],1(1)[1],9(8)[10]
NUP98,160(113)[3640],4(4)[4],1(1)[1],0(0)[0],4(4)[4]
NXF1,15(11)[22],0(0)[0],0(0)[0],0(0)[0],4(4)[4]
NXPE1,38(19)[44133],9(8)[17],10(7)[14],3(3)[3],2(1)[5]
NXPE2,38(20)[298],4(1)[9],3(1)[23],0(0)[0],2(2)[2]
NXPE4,55(34)[206],12(9)[18],11(8)[18],0(0)[0],1(0)[2]
OAF,36(22)[130],1(0)[3],2(2)[2],0(0)[0],2(1)[6]
ODF3,29(12)[139],2(1)[3],1(0)[4],0(0)[0],0(0)[0]
OLFML1,35(20)[148],13(11)[16],7(2)[432],0(0)[0],1(0)[2]
OMP,34(12)[914],1(0)[7],2(1)[3],1(0)[6],0(0)[0]
OOSP2,12(7)[47],1(1)[1],1(1)[1],1(0)[2],2(0)[11]
OPCML,14(13)[16],0(0)[0],1(1)[1],1(1)[1],1(1)[1]
OR10A2,29(16)[42947],3(0)[37],4(1)[11],1(1)[1],0(0)[0]
OR10A3,43(31)[168],5(2)[47],11(6)[58],0(0)[0],0(0)[0]
OR10A4,36(20)[5237],6(5)[7],6(1)[37],0(0)[0],0(0)[0]
OR10A5,35(25)[1311],2(1)[3],3(3)[3],1(1)[1],0(0)[0]
OR10A6,52(30)[299],6(4)[16],12(5)[974],0(0)[0],0(0)[0]
OR10AG1,18(11)[47],9(6)[123],5(2)[11],0(0)[0],0(0)[0]
OR10G4,22(9)[134],1(1)[1],1(1)[1],1(0)[2],0(0)[0]
OR10G7,17(11)[437],3(2)[6],4(2)[340],0(0)[0],0(0)[0]
OR10G8,39(15)[6143],4(3)[106],0(0)[0],1(0)[5],0(0)[0]
OR10G9,25(19)[5932],2(1)[27],3(1)[10],1(1)[1],0(0)[0]
OR10Q1,27(14)[175],11(6)[280],1(0)[4],1(0)[2],0(0)[0]
OR10S1,39(21)[127],10(3)[80],4(0)[43],0(0)[0],0(0)[0]
OR10V1,43(17)[5239],7(6)[10],5(4)[4721],0(0)[0],0(0)[0]
OR10W1,35(20)[3364],8(3)[68],2(2)[2],0(0)[0],0(0)[0]
OR1S1,43(17)[1362],6(3)[10],3(3)[3],0(0)[0],0(0)[0]
OR1S2,49(22)[405],9(5)[17],4(2)[6],0(0)[0],0(0)[0]
OR2AG1,31(14)[3561],1(1)[1],7(3)[342],0(0)[0],0(0)[0]
OR2AG2,19(9)[446],6(3)[50],1(0)[2],0(0)[0],0(0)[0]
OR2AT4,41(21)[579],8(4)[17],2(1)[3],1(0)[6],0(0)[0]
OR2D2,23(13)[84],7(5)[1195],9(4)[513],2(1)[3],0(0)[0]
OR2D3,26(12)[105993],9(5)[5585],4(2)[14],2(1)[6],0(0)[0]
OR4A15,31(16)[126],12(7)[68],17(10)[592],0(0)[0],0(0)[0]
OR4A16,41(29)[169],12(6)[51],6(3)[15],1(1)[1],0(0)[0]
OR4A47,47(33)[279],8(2)[32],6(3)[12],1(0)[2],0(0)[0]
OR4A5,45(29)[210],4(3)[5],7(4)[106],1(1)[1],0(0)[0]
OR4B1,56(31)[40111],7(6)[117],3(0)[108],1(0)[6],0(0)[0]
OR4C11,31(11)[1016],6(2)[21],8(6)[14229],0(0)[0],0(0)[0]
OR4C12,25(15)[170],4(3)[6],1(0)[3],0(0)[0],0(0)[0]
OR4C13,36(18)[1097],9(8)[10],9(5)[15],1(1)[1],0(0)[0]
OR4C15,69(36)[24285],7(3)[548],13(6)[155],1(0)[2],0(0)[0]
OR4C16,51(24)[329],10(4)[610],7(5)[33814],2(0)[9],0(0)[0]
OR4C3,45(22)[728],6(3)[59],3(0)[15],1(0)[8],0(0)[0]
OR4C46,43(21)[64796],11(7)[894],7(4)[16],0(0)[0],0(0)[0]
OR4C6,36(17)[268],4(1)[8],6(5)[7],0(0)[0],0(0)[0]
OR4D10,31(19)[115],3(2)[10],3(1)[5261],0(0)[0],0(0)[0]
OR4D11,41(26)[244],5(3)[117],4(4)[4],1(0)[3],0(0)[0]
OR4D5,41(23)[757],8(5)[12],4(2)[97],2(1)[3],0(0)[0]
OR4D6,30(13)[5032],7(3)[2529],3(1)[9],0(0)[0],0(0)[0]
OR4D9,36(22)[4482],9(4)[31],6(2)[36],1(0)[3],0(0)[0]
OR4P4,27(11)[889],6(3)[43],3(1)[22125],1(0)[50],0(0)[0]
OR4S1,54(28)[2151],5(4)[27],3(2)[4],1(1)[1],0(0)[0]
OR4S2,35(16)[992],6(4)[16],4(2)[111],1(0)[3],0(0)[0]
OR4X1,44(31)[62981],5(3)[10],6(1)[85414],2(0)[5],0(0)[0]
OR4X2,58(36)[857],5(4)[6],10(9)[17925],0(0)[0],0(0)[0]
OR51A2,8(0)[1158],1(0)[2],0(0)[0],0(0)[0],0(0)[0]
OR51A4,20(12)[4265],3(1)[26],1(0)[2],0(0)[0],0(0)[0]
OR51A7,25(13)[100],1(1)[1],7(4)[15],2(1)[3],0(0)[0]
OR51B2,38(19)[33098],8(4)[88],3(3)[3],0(0)[0],0(0)[0]
OR51B4,40(22)[473],6(6)[6],3(2)[4],2(1)[281],0(0)[0]
OR51B5,47(28)[8068],13(6)[5294],5(1)[83],0(0)[0],0(0)[0]
OR51B6,46(30)[87039],6(4)[64],5(3)[9],0(0)[0],0(0)[0]
OR51D1,59(32)[8254],12(5)[29],4(2)[7],0(0)[0],0(0)[0]
OR51E1,36(21)[252],2(1)[137],6(3)[14],1(1)[1],1(1)[1]
OR51E2,48(29)[101],5(1)[23],4(2)[9],2(1)[7],0(0)[0]
OR51F1,34(18)[15018],8(3)[25707],2(1)[79],1(1)[1],0(0)[0]
OR51F2,41(22)[12741],5(4)[16],6(3)[39],0(0)[0],0(0)[0]
OR51G1,39(20)[31885],7(3)[662],7(1)[319],2(1)[22],0(0)[0]
OR51G2,51(29)[1938],6(3)[11],4(2)[66],0(0)[0],0(0)[0]
OR51I1,59(30)[1035],6(5)[37],5(3)[8512],0(0)[0],0(0)[0]
OR51I2,65(39)[17649],14(6)[38266],5(2)[13],2(0)[76],0(0)[0]
OR51L1,41(18)[4397],1(0)[6],3(1)[57],0(0)[0],0(0)[0]
OR51M1,40(18)[1422],8(6)[28],2(1)[192],1(0)[2],0(0)[0]
OR51Q1,72(43)[12084],4(2)[7],5(2)[51619],0(0)[0],0(0)[0]
OR51S1,56(27)[1351],4(3)[34],4(3)[8],0(0)[0],0(0)[0]
OR51T1,44(22)[123],9(4)[830],3(2)[8],3(1)[5],0(0)[0]
OR51V1,58(31)[54013],13(9)[51],4(3)[5],1(1)[1],0(0)[0]
OR52A1,28(17)[255],4(2)[27963],4(2)[7],1(0)[2],0(0)[0]
OR52A5,36(17)[283],9(7)[42],6(3)[31],0(0)[0],0(0)[0]
OR52B2,42(24)[1732],4(4)[4],6(1)[105],2(1)[3],0(0)[0]
OR52B4,34(21)[448],7(4)[42656],5(1)[29],0(0)[0],0(0)[0]
OR52B6,51(32)[628],8(5)[47],2(0)[4],0(0)[0],0(0)[0]
OR52D1,68(37)[46667],5(1)[16480],4(2)[7],1(1)[1],0(0)[0]
OR52E2,20(12)[2946],4(3)[5],5(3)[7],1(1)[1],0(0)[0]
OR52E4,23(19)[37],3(1)[17],8(5)[37],1(1)[1],0(0)[0]
OR52E6,42(20)[554],4(1)[183],2(0)[7],1(1)[1],0(0)[0]
OR52E8,48(29)[867],4(2)[66],3(1)[9],0(0)[0],0(0)[0]
OR52H1,34(20)[921],5(3)[156],3(1)[16],1(0)[682],0(0)[0]
OR52I1,21(6)[6198],6(1)[28],2(1)[4],0(0)[0],0(0)[0]
OR52I2,23(12)[42368],7(3)[825],2(2)[2],1(0)[3],0(0)[0]
OR52J3,39(23)[16007],3(1)[6],6(5)[16155],0(0)[0],0(0)[0]
OR52K1,35(25)[72],13(9)[20],7(3)[230],0(0)[0],0(0)[0]
OR52K2,42(22)[3360],5(0)[344],7(3)[26],1(1)[1],0(0)[0]
OR52L1,45(22)[35508],3(2)[7],5(2)[608],0(0)[0],0(0)[0]
OR52M1,61(29)[599],22(11)[1531],8(4)[266],2(0)[9],0(0)[0]
OR52N1,19(9)[119],4(1)[5046],3(2)[7],2(2)[2],0(0)[0]
OR52N2,27(16)[68163],9(7)[16],5(3)[40],1(1)[1],0(0)[0]
OR52N4,23(10)[5164],6(3)[22],7(4)[28160],0(0)[0],0(0)[0]
OR52N5,21(7)[278],6(3)[2940],2(1)[5],0(0)[0],0(0)[0]
OR52R1,27(13)[273],2(1)[7],7(5)[95],0(0)[0],0(0)[0]
OR52W1,43(21)[89978],6(3)[23],5(3)[16],0(0)[0],0(0)[0]
OR56A1,28(18)[366],5(3)[9],1(0)[2],0(0)[0],0(0)[0]
OR56A3,24(14)[66],4(3)[5],9(3)[36],2(2)[2],0(0)[0]
OR56A4,36(24)[116],11(9)[32],1(0)[3],0(0)[0],0(0)[0]
OR56B1,31(17)[99351],5(2)[80],9(7)[25],1(1)[1],0(0)[0]
OR56B4,53(30)[62596],10(7)[38],6(4)[14],1(1)[1],0(0)[0]
OR5A1,34(25)[80270],9(5)[20],7(4)[128],1(0)[2],0(0)[0]
OR5A2,48(27)[25558],9(8)[15],4(3)[30],0(0)[0],0(0)[0]
OR5AK2,31(19)[732],4(3)[5],9(5)[905],1(1)[1],0(0)[0]
OR5AN1,46(26)[83606],7(4)[10],4(4)[4],0(0)[0],0(0)[0]
OR5AP2,30(20)[231],7(2)[57],2(1)[3],1(0)[3],0(0)[0]
OR5AR1,36(22)[190],3(2)[4],6(1)[83532],0(0)[0],0(0)[0]
OR5AS1,27(19)[133],8(5)[14],1(1)[1],2(1)[5],0(0)[0]
OR5B12,17(14)[54],8(4)[1416],1(0)[6],1(0)[2],0(0)[0]
OR5B17,25(16)[3074],10(8)[44],3(0)[600],0(0)[0],0(0)[0]
OR5B2,26(17)[1476],8(6)[11],3(2)[4],1(0)[2],0(0)[0]
OR5B21,27(17)[1786],4(3)[6],5(2)[11],1(1)[1],0(0)[0]
OR5B3,21(20)[44],10(6)[3994],4(3)[5],0(0)[0],0(0)[0]
OR5D13,14(12)[20],5(4)[6],8(6)[35],0(0)[0],0(0)[0]
OR5D14,19(9)[79],14(10)[119],4(4)[4],0(0)[0],0(0)[0]
OR5D16,21(13)[74],5(1)[518],8(5)[40],1(0)[3],0(0)[0]
OR5D18,34(14)[6245],8(4)[42],4(3)[5],0(0)[0],0(0)[0]
OR5F1,34(18)[2707],7(3)[57],3(3)[3],0(0)[0],0(0)[0]
OR5I1,43(23)[9758],10(7)[202],1(1)[1],0(0)[0],0(0)[0]
OR5J2,28(14)[81],3(0)[9],5(3)[10],1(1)[1],0(0)[0]
OR5L1,24(13)[400],2(1)[3],7(6)[10],0(0)[0],0(0)[0]
OR5L2,30(18)[205],9(4)[312],4(3)[19],1(0)[3],0(0)[0]
OR5M1,30(19)[46484],5(3)[22169],2(1)[3],0(0)[0],0(0)[0]
OR5M10,31(20)[82076],4(2)[12],3(1)[5],0(0)[0],0(0)[0]
OR5M11,22(11)[884],5(2)[30],5(3)[8304],0(0)[0],0(0)[0]
OR5M3,25(10)[8320],8(5)[26],7(2)[140],0(0)[0],0(0)[0]
OR5M8,46(33)[128],7(5)[11],3(2)[5],0(0)[0],0(0)[0]
OR5M9,44(21)[9923],9(8)[12],3(2)[5],0(0)[0],0(0)[0]
OR5P2,31(15)[164],10(4)[248],3(0)[15],1(1)[1],0(0)[0]
OR5P3,28(14)[180],4(3)[7],0(0)[0],1(1)[1],0(0)[0]
OR5R1,35(21)[454],6(4)[35],6(5)[7],0(0)[0],0(0)[0]
OR5T1,19(10)[112],8(2)[24],5(3)[22],0(0)[0],0(0)[0]
OR5T2,31(16)[132],13(7)[122],4(3)[12],0(0)[0],0(0)[0]
OR5T3,25(15)[46],8(5)[666],6(2)[21],2(0)[24],0(0)[0]
OR5W2,28(15)[323],6(3)[56],2(1)[10],0(0)[0],0(0)[0]
OR6A2,60(35)[497],7(4)[465],1(0)[22],1(1)[1],0(0)[0]
OR6M1,39(20)[139],2(0)[24],4(2)[83],1(0)[4],0(0)[0]
OR6Q1,36(18)[471],6(4)[18470],4(1)[18],1(0)[5],0(0)[0]
OR6T1,34(21)[243],4(0)[14],6(3)[33],1(0)[2],0(0)[0]
OR6X1,39(22)[15022],6(4)[28],5(1)[32],0(0)[0],0(0)[0]
OR8A1,39(16)[737],4(3)[6],2(2)[2],1(1)[1],0(0)[0]
OR8B12,27(17)[882],4(2)[9],1(1)[1],0(0)[0],0(0)[0]
OR8B2,24(11)[38772],7(5)[9],1(0)[3],0(0)[0],0(0)[0]
OR8B3,11(5)[39],8(3)[6099],1(1)[1],0(0)[0],0(0)[0]
OR8B4,28(15)[56910],4(1)[18],0(0)[0],0(0)[0],0(0)[0]
OR8B8,39(19)[823],5(3)[13],3(0)[32],0(0)[0],0(0)[0]
OR8D1,45(22)[46154],8(1)[29],1(1)[1],1(1)[1],0(0)[0]
OR8D2,28(15)[515],4(1)[24],0(0)[0],1(1)[1],0(0)[0]
OR8D4,41(28)[22348],9(5)[681],2(2)[2],1(1)[1],0(0)[0]
OR8H1,26(19)[120],9(5)[19],6(3)[12],1(1)[1],0(0)[0]
OR8H2,25(13)[420],5(5)[5],4(3)[5],0(0)[0],0(0)[0]
OR8H3,27(18)[8305],3(2)[4],7(3)[30],0(0)[0],0(0)[0]
OR8I2,36(19)[674],10(3)[15843],6(4)[7913],0(0)[0],0(0)[0]
OR8J1,33(19)[232],9(5)[90],7(4)[16],0(0)[0],0(0)[0]
OR8J3,34(23)[14179],6(3)[20],2(2)[2],1(0)[52],0(0)[0]
OR8K1,15(10)[121],5(2)[21],4(2)[9],2(1)[86125],0(0)[0]
OR8K3,11(8)[398],6(2)[12],9(2)[1665],0(0)[0],0(0)[0]
OR8K5,34(16)[8415],3(2)[9],8(4)[72],1(0)[2],0(0)[0]
OR8U1,35(20)[404],1(0)[2],3(1)[11],0(0)[0],0(0)[0]
OR9G1,38(20)[188],9(5)[67],4(2)[21],1(0)[4],0(0)[0]
OR9G4,52(25)[44213],8(6)[12],5(2)[13],0(0)[0],0(0)[0]
OR9I1,26(13)[504],4(2)[20],0(0)[0],0(0)[0],0(0)[0]
OR9Q1,31(19)[143],7(3)[17],3(1)[8],1(1)[1],0(0)[0]
OR9Q2,33(21)[684],7(6)[8],9(6)[16],0(0)[0],0(0)[0]
ORAOV1,9(4)[110],1(1)[1],2(2)[2],0(0)[0],1(1)[1]
OSBP,28(19)[57],2(2)[2],2(2)[2],0(0)[0],1(1)[1]
OSBPL5,80(41)[265],4(4)[4],7(4)[8],1(0)[2],5(4)[6]
OTOG,133(73)[5596],4(3)[17],11(9)[17],0(0)[0],8(6)[28]
OTUB1,5(5)[5],0(0)[0],1(1)[1],0(0)[0],0(0)[0]
OVOL1,19(12)[45],2(2)[2],1(1)[1],1(1)[1],0(0)[0]
P2RX3,63(37)[153],4(2)[63],3(3)[3],0(0)[0],5(4)[6]
P2RY2,39(22)[4294],5(2)[9],3(1)[24],0(0)[0],0(0)[0]
P2RY6,56(26)[332],6(5)[7],7(6)[10],1(1)[1],0(0)[0]
P4HA3,47(20)[161],1(0)[2],9(7)[15],0(0)[0],5(5)[5]
PAAF1,23(10)[69],7(4)[160],5(5)[5],0(0)[0],8(4)[16]
PACS1,41(34)[54],1(1)[1],1(1)[1],2(2)[2],1(1)[1]
PACSIN3,35(17)[337],4(2)[8],3(3)[3],0(0)[0],3(3)[3]
PAFAH1B2,10(8)[8968],0(0)[0],0(0)[0],0(0)[0],0(0)[0]
PAK1,7(3)[12],2(2)[2],4(3)[5],0(0)[0],1(1)[1]
PAMR1,13(8)[43],7(3)[19],21(8)[47],2(1)[6],10(6)[27]
PANX1,64(45)[156],1(1)[1],4(2)[9],1(0)[6],2(0)[9]
PANX3,49(23)[608],4(4)[4],5(2)[14],0(0)[0],2(2)[2]
PARVA,23(18)[39],5(3)[7],3(1)[8],2(2)[2],1(0)[2]
PATE1,15(8)[36003],1(0)[12],3(1)[7],0(0)[0],7(1)[43]
PATE2,13(6)[107],2(2)[2],5(4)[6],0(0)[0],1(0)[4]
PATE3,2(2)[2],1(0)[2],0(0)[0],0(0)[0],1(1)[1]
PATE4,0(0)[0],0(0)[0],0(0)[0],0(0)[0],1(0)[11294]
PATL1,35(23)[455],1(0)[7],3(2)[17],0(0)[0],0(0)[0]
